currency,asset_url,map_url,age_limit,artist_bg_url,artist_url,available_tickets,category_slug,cover_url,description,event_start,event_end,is_refundable,max_price,min_price,gallery_images,facebook_url,description_meta,title_meta,event_name,poster_created_at,poster_galleryable_type,poster_updated_at,poster_tag_count,event_link
₼,https://iticket.az,https://api.iticket.az,6+,https://cdn.iticket.az/event/artist_bg/uYTFaqWxrVhWxF4qXuUSHG7rgzqPVELWGN6Ev7b4.jpg,https://cdn.iticket.az/event/artist/fkzWQ8Xvzbat4v6PkyAbW1nRUlWe8l583a34eBMk.png,314,concerts,https://cdn.iticket.az/event/cover/YKbW0776vxJiybIrV5D6VSsCdiP8Qb0ehS5sHUyc.jpg,"<p>07.12.2024<br />Azerbaijan State String Quartet</p>
<p>The program will feature works by Azerbaijani and European composers.</p>
<p>21.12.24<br />Choral group of the Honored Collective of the Song and Dance Ensemble of Azerbaijan named after F. Amirov<br />Choirmaster: Honored Artist of the Republic of Azerbaijan Naala Baratelia<br />The program will feature works by Azerbaijani composers and folk songs.</p>
<p>28.12.24<br />Concert of young talents</p>
<p><strong>Attention! If you are late for the concert, the seat indicated on your  ticket may change.</strong><br /><strong>It is recommended that you follow the ticket inspector's instructions and arrive at concerts 30 minutes before start time.</strong></p>
<p><strong>We kindly ask the guests of our events to pay attention to the dress code. People wearing shorts and slides/slippers will be refused entry into the concert hall.</strong></p>",2024-12-07T11:00:00.000000Z,2024-12-28T12:30:00.000000Z,True,8,8,['https://cdn.iticket.az/event/gallery/ohCxdJ1nYKXQrHggNy8ZrEYBAklDLPJ60bQoekdG.jpg'],https://cdn.iticket.az/event/facebook/774Jru4cEbScUsidiuNBv3NvKUG4ojtlbK01h4Dp.jpg,07.12.2024Azerbaijan State String Quartet The program will feature works by Azerbaijani and European composers. 21.12.24Choral group of the Honored Collective of the Song and Dance Ensemble of Azerbaijan named after F. AmirovChoirmaster: Honored Artist of the Republic of Azerbaijan Naala BarateliaTh...,Subscription number 1 in Chamber and organ music hall buy tickets online.,Subscription number 1,2024-11-21T07:38:05.000000Z,event,2024-12-08T07:21:06.000000Z,5,https://iticket.az/en/events/concerts/subscription-number-1a
₼,https://iticket.az,https://api.iticket.az,6+,https://cdn.iticket.az/event/artist_bg/U6PGKvmMzKS1zwkWtQcLOteXta5Yw4MH4L1xAm4m.jpg,https://cdn.iticket.az/event/artist/s2W5jzvDQwGl46KtpYaXfyXLhzPU5G44ASx9m3T4.png,1209,sport,https://cdn.iticket.az/event/cover/pEY6ResIWO0qCcJfZ8qeY2kqkVxikqi2ibJOGkN7.jpg,"<p>December 9</p>
<p>09:00-17:00 Warm-up<br />09:00-10:00 Judges' meeting<br />10:00-10:05 Opening ceremony<br />10:05-10:45 Group 1: Juniors (2016) - no instruments, hoop, ball, clubs (2 instruments)<br />10:45-11:40 Group 2: Juniors (2015) - no instruments, hoop, ball, clubs (2 instruments)<br />11:40-12:40 Group 3: Juniors (2014) - no instruments, hoop, ball, clubs (2 instruments)<br />12:40-13:40 Group 4: Juniors (2012-2013) - hoop, ball, clubs, ribbon (2 instruments)<br />13:40-14:40 Break<br />14:40-15:50 Group 5: Juniors (2012-2013); (2011) and Youth (2009-2010) – hoop, ball, hammers, ribbon (2 instruments)<br />15:50-16:15 Group 7: Group Team/Juniors (2014-2016) – no equipment, 5 balls<br />16:15-16:35 Group 8: Group Team/Juniors (2012-2013) – 5 rings<br />16:35-16:40 Group 9: Group Team/Youth (2009-2011) – 5 clubs<br />16:40-17:00 Award Ceremony<br />Group Team/Juniors (2012-2013) – all-around</p>
<p>December 10</p>
<p>09:00-17:50 Warm-up<br />09:00-10:00 Judges' meeting<br />10:00-10:45 Group 1: Juniors (2016) – no instruments, hoop, ball, clubs (2 instruments)<br />10:45-11:40 Group 2: Juniors (2015) – no instruments, hoop, ball, clubs (2 instruments)<br />11:40-12:40 Group 3: Juniors (2014) – no instruments, hoop, ball, clubs (2 instruments)<br />12:40-13:10 Award ceremony<br />Little ones (2016); (2015 year); (2014) – Individual Variety</p>
<p>13:10-14:00                           Break<br />14:40-15:30 Group 4: Juniors (2012-2013) – Hoop, Ball, Clubs, Ribbon (2 instruments)<br />15:30-16:35 Group 5: Juniors (2012-2013); (2011) and Youth (2009-2010) – Hoop, Ball<br />Hammers, Scotch Tape (2 instruments)</p>
<p>16:35-17:00 Award Ceremony<br />Juniors (2012-2013); (2011) – Individual Variety<br />Youth (2009-2010) – Individual All-Around.</p>
<p>17:00-17:25                        Group 7: Group Team/Juniors (2014-2016) – no equipment, 5 balls<br />Group 8: Action Group/Youth (2009-2011) – 5 rings.</p>
<p>17:25-17:50 Award Ceremony<br />Action Group / Juniors (2014-2016) – All-Around, Individual Juniors on Instruments (2009-2011) – All-Around</p>
<p>December 11</p>
<p>10:00-14:50 Warm-up<br />11:00-12:00 Judges' Meeting<br />12:00-12:35 FINAL: Juniors (2012-2013) – Ring<br />12:35-13:10 FINAL: Juniors (2012-2013) – Ball<br />13:10-13:45 FINAL: Juniors (2012-2013) – Clubs<br />13:45-14:20 FINAL: Juniors (2012-2013) – ribbon<br />14:20-14:50 Award ceremony<br />Juniors (2012-2013) – on individual instruments.</p>",2024-12-11T08:00:00.000000Z,2024-12-11T10:50:00.000000Z,True,3,3,['https://cdn.iticket.az/event/gallery/Itna5kpFqXiDXlxtJUhVnmV7qPNoUzpo4u8Ip5jh.jpg'],https://cdn.iticket.az/event/facebook/FeNQJnsDxlR8dfXUOKdhcDrHNvfcJlImi089HH2s.jpg,"December 9 09:00-17:00 Warm-up09:00-10:00 Judges' meeting10:00-10:05 Opening ceremony10:05-10:45 Group 1: Juniors (2016) - no instruments, hoop, ball, clubs (2 instruments)10:45-11:40 Group 2: Juniors (2015) - no instruments, hoop, ball, clubs (2 instruments)11:40-12:40 Group 3: Juniors (2014) - no...",29th Baku Rhythmic Gymnastics Championship in National Gymnastics Arena buy tickets online.,29th Baku Rhythmic Gymnastics Championship,2024-12-06T12:27:24.000000Z,event,2024-12-06T18:50:13.000000Z,5,https://iticket.az/en/events/sport/29th-baku-rhythmic-gymnastics-championship
₼,https://iticket.az,https://api.iticket.az,3+,https://cdn.iticket.az/event/artist_bg/F2sbpXpzqRakB2CcPITXJKo1DAiHNhjp0qSR23UD.jpg,https://cdn.iticket.az/event/artist/W3yyAim7EGuyMpkSO8LT3sYvGOOI8GWbDgUaPGhE.png,1202,master-class,https://cdn.iticket.az/event/cover/jQgZKttths6loqWBmsqZLmB0MDKaeJEILbFe1dvj.jpg,"<p>Creative master classes: drawing on the sand, drawing on the water (ebru), slime making.</p>
<p>Conducted by a professional teacher - an artist with knowledge of the Azerbaijani and Russian languages, carried out using special equipment, in a comfortable room in a group form of up to 10 people.</p>
<p>Age 3+</p>
<p>The presence of parents is not necessary (they can wait in the next room).</p>",2024-12-11T06:00:00.000000Z,2024-12-28T13:00:00.000000Z,True,14,14,['https://cdn.iticket.az/event/gallery/XAHZiflQSg2W8G8YGrZgQK0EWyp3LGt5B63D9ZpD.jpg'],https://cdn.iticket.az/event/facebook/Kp9SJJgdrbCvgtmhh9qmvKYi5Xpyvca4jJnowYlq.jpg,"Creative master classes: drawing on the sand, drawing on the water (ebru), slime making. Conducted by a professional teacher - an artist with knowledge of the Azerbaijani and Russian languages, carried out using special equipment, in a comfortable room in a group form of up to 10 people. Age 3+ The...",Creative master class for kids in Free Children buy tickets online.,Creative master class for kids,2020-04-25T09:51:26.000000Z,event,2024-05-03T07:56:40.000000Z,5,https://iticket.az/en/events/master-class/creative-master-class-for-kids
₼,https://iticket.az,https://api.iticket.az,3+,https://cdn.iticket.az/event/artist_bg/k7mrpoHG2CyVIwoZ25K7yYcu0yM74sZA1FGsPZD3.jpg,https://cdn.iticket.az/event/artist/faEpMdDt0Mcjh9LntRdO2YNAmV8QpN3KZ3jHGP5a.png,335,kids,https://cdn.iticket.az/event/cover/yJZZR1TmaBrAMokbwIMj5HWguyhPv7YBESjQxHxn.jpg,"<p>The master class is held indoors under special lighting, special ultraviolet dyes and special equipment are used.</p>",2024-12-11T07:00:00.000000Z,2024-12-28T14:00:00.000000Z,True,18,15,['https://cdn.iticket.az/event/gallery/kAvMlMHNsOHyu2M0o1CUfxPoGepBuL7yaQ0SvA9U.jpg'],https://cdn.iticket.az/event/facebook/mECoSwEmF2L54hecPyHexZ5L6Ue8bqDF2ty3S5KD.jpg,"The master class is held indoors under special lighting, special ultraviolet dyes and special equipment are used.",Neon creativity in Free Children buy tickets online.,Neon creativity,2024-05-01T11:58:21.000000Z,event,2024-08-27T11:33:11.000000Z,5,https://iticket.az/en/events/kids/neon-creativity
₼,https://iticket.az,https://api.iticket.az,6+,https://cdn.iticket.az/event/artist_bg/z3NEVva6MVqN6pNUGBIfFifKLXEAU5oB8jHXV19t.jpg,https://cdn.iticket.az/event/artist/JScssjSAuEtk9KsqLiEdIe7jTw295vW2gZA7rp23.png,275,theatre,https://cdn.iticket.az/event/cover/hiSpkUZLxR9ip4HJD5O0WP7qn4V0WSc9jSB5IXVk.jpg,"<p><em><strong>Toyğun Orbay ""The 21:15 Train</strong></em></p>
<p><em>The play based on Toyğun Orbay’s work “The 21:15 Train” unfolds on a railway station platform. The stage features a ticket booth with a window facing the audience. Dim, yellowish lights from electric poles line the station. The clock shows 21:15. The play revolves around the conversation of two individuals waiting at the station. This is the only station where the train departs precisely at 21:15. A man waiting for the train tries to convince the woman that this is no ordinary train. The passengers are, in fact, people who have fulfilled their mission in life and are waiting for their turn to move to the afterlife. Through the lens of these two characters, the play explores feelings such as loneliness, love, passion, cruelty, greed, and similar human traits.</em></p>
<p><em>The station attendant, devoid of any spiritual depth, exists merely in a physical sense. From his very first lines, he subtly hints to all the ""passengers"" that this train is not an ordinary one and carries a unique mission. “This train never stops… No tickets are needed for this train…” But will the passengers understand his message?</em></p>",2024-12-10T15:00:00.000000Z,2024-12-10T16:30:00.000000Z,True,12,8,['https://cdn.iticket.az/event/gallery/nnZcc58Y9ffKG2zsJFkJWFSpqdkkGSHhfOgJqdCC.jpg'],https://cdn.iticket.az/event/facebook/0bKpsnQ966TOJsvjoOq6k7rdVUvCVgrqwHkXqt7Q.jpg,"Toyğun Orbay ""The 21:15 Train The play based on Toyğun Orbay’s work “The 21:15 Train” unfolds on a railway station platform. The stage features a ticket booth with a window facing the audience. Dim, yellowish lights from electric poles line the station. The clock shows 21:15. The play revolves aroun...",The 21:15 Train in Academic National Drama Theatre buy tickets online.,The 21:15 Train,2024-11-26T12:57:47.000000Z,event,2024-11-26T12:57:50.000000Z,5,https://iticket.az/en/events/theatre/the-2115-train
₼,https://iticket.az,https://api.iticket.az,12+,https://cdn.iticket.az/event/artist_bg/FQS4ZWLpbQjonh9Yito6n5PIOMtkG4LD5zOVZ13u.jpg,https://cdn.iticket.az/event/artist/h5Hs5itwPYxiyo7xs7U0fVrFEIGq3H4pGg5kZdHO.png,267,concerts,https://cdn.iticket.az/event/cover/jwW6jZlEzhkLcjz5rDzyA7QginhBDh1kFFqiv86L.jpg,"<p><em>Aksenov Family Foundation</em> and <em>Baku Contemporary Music Society</em> present <em>CON TEMPO. Contemporary Music Here and Now</em> — a concert featuring 7 world premieres and a public program, which will take place on December 10, 2024, at the International Mugham Center in Baku. <em>CON TEMPO</em> project creates a space for the exchange of experiences between musicians from different countries and generations, building cultural bridges and reflecting on the fate of contemporary art in a changing world. The concert by the Moscow Contemporary Music Ensemble (MCME) and <em>N’Caged</em> vocal group will showcase works by composers from Azerbaijan and new compositions by the laureates of the Aksenov Family Foundation project <em>Russian Music 2.0</em> — Mark Buloshnikov, Said Gani, Turkar Gasimzada, Oleg Krokhalev, Daria Maminova, Marina Poleukhina, and Alexey Sysoev. The public program will bring together a series of masterclasses, round tables and talks featuring leading composers, music producers, and musicologists from both countries.</p>",2024-12-10T15:00:00.000000Z,2024-12-10T17:00:00.000000Z,True,10,5,['https://cdn.iticket.az/event/gallery/Pkm1YLpoUBeMuvXyoryc4SWS0ujGf1UpZotdN2A3.jpg'],https://cdn.iticket.az/event/facebook/pJnCAj53uloioBYkaq2xxuUfCVXUKtDDS2SrXl6u.jpg,"Aksenov Family Foundation and Baku Contemporary Music Society present CON TEMPO. Contemporary Music Here and Now — a concert featuring 7 world premieres and a public program, which will take place on December 10, 2024, at the International Mugham Center in Baku. CON TEMPO project creates a space for...",CON TEMPO. Contemporary Music Here and Now in International Mugham Center buy tickets online.,CON TEMPO. Contemporary Music Here and Now,2024-11-25T11:19:30.000000Z,event,2024-12-04T13:55:15.000000Z,5,https://iticket.az/en/events/concerts/con-tempo-contemporary-music-here-and-now
₼,https://iticket.az,https://api.iticket.az,18+,https://cdn.iticket.az/event/artist_bg/aG7ZPj6fxVyFLDvJ1E3kSJXkEAGuISvjmyrQkO2f.jpg,https://cdn.iticket.az/event/artist/sYQgZF9IrHkeVT6JMQN7hISLGS7awDgohdxHp7jj.png,439,hayal-kahvesi,https://cdn.iticket.az/event/cover/PFOHEHNbX0a6Ynhx39ibo2NiRatlHk4BR0nbPKqh.jpg,"<p>""Night of Real Azerbaijanis"" We are waiting for each of you at our Entertainment Dj Show Party called ""Azerbaijani Night"", which will take place on December 10 in Hayal Kahvesi Baku.</p>
<p>At night, interesting moments, a legendary DJ performance and Azerbaijani entertainment await you.</p>",2024-12-10T15:00:00.000000Z,2024-12-10T19:30:00.000000Z,True,20,10,['https://cdn.iticket.az/event/gallery/GBOjLnSBIPuogfsYOtXTE6EPhw4UKxUvixvJZNjX.jpg'],https://cdn.iticket.az/event/facebook/Y1HzfjhbP9HyIyVcDpvpqxGAENdDr4GbUqTD9GyU.jpg,"""Night of Real Azerbaijanis"" We are waiting for each of you at our Entertainment Dj Show Party called ""Azerbaijani Night"", which will take place on December 10 in Hayal Kahvesi Baku. At night, interesting moments, a legendary DJ performance and Azerbaijani entertainment await you.",Azerbaijan night party in Hayal Kahvesi buy tickets online.,Azerbaijan night party,2024-11-02T11:06:49.000000Z,event,2024-11-30T12:13:46.000000Z,5,https://iticket.az/en/events/hayal-kahvesi/azerbaijan-night-party
₼,https://iticket.az,https://api.iticket.az,12+,https://cdn.iticket.az/event/artist_bg/tsChJ9QG5UfQzUhR5JLBSnrN4y1LuNIKfxmWmqGZ.jpg,https://cdn.iticket.az/event/artist/LgSuGMUBkaKY7AHF0ntvJsqvDosMU6fznjTICO28.png,331,concerts,https://cdn.iticket.az/event/cover/bOHr5K3Bga2HGpDjGXk3IaHS3pyv7YNXhBSIryWB.jpg,"<p>✅Dear guest, we present to you the concert program of well-known local jazz performers in November .</p>
<p><strong>Doors open at 19:00. </strong><br /><strong>Minimum order in restaurant per person 30 azn.</strong></p>
<p>7/13/20 December - “Afqan Resul Trio”“Instrumental Jazz ”<br />Piano -  Afqan Resul <br />Bass- Saleh Mammadov<br />Drums - Gennadiy Gasiev<br />Contains: Classic Jazz, traditional jazz,modern jazz<br />Ticket price: 9 Azn<br />20:15-22:15</p>
<p><br />10 December - “Jazz Mugam”<br />“Instrumental Jazz duet” Ismayil&amp;Nijat<br />Piano - Nijat Aslanov<br />Tar - Ismayil Zulfigarov<br />Contains: Folk Jazz,Ethno jazz,Jazz Mugam <br />20:00-22:00<br />Ticket price: 8 azn</p>
<p>29 december - “instrumental jazz Trio ”<br />Piano - Nurlan Huseynzade<br />Drums - Salim Rzayev<br />Bass - Perviz Mammadov<br />Contains : samba, bossa-nova, swing ,rhythm and blues, blues, smooth- jazz.  <br />20:00-22:00<br />Ticket price: 8 Azn</p>
<p>19/26 December  “Vokal-instrumental caz kvarteti” <br />Vokal - Svetlana Magerramova <br />Piano - Seymur Əliyev Nağara - Səlim Rzayev Bas - Pərviz Məmmədov <br />Tərkibində: samba, bossa-nova, yelləncək, ritm və blüz, blüz, hamar-caz. 20:00-22:00 Biletin qiyməti: 8 Azn</p>
<p>27 December -  «Vocal &amp; Piano» «Jazz duet”  Nurlan &amp; Tarana Mahmudova<br />Vocal - Tarana Mahmudova<br />Piano -  Nurlan Huseyzade<br />Style: Mainstream jazz.<br />Contains:jazz blues, bebop ,swing, bossa nova,cool jazz.folk jazz.<br />20:15-22:15<br />Ticket price: 8 azn</p>
<p>14/21/28 December  -  Salman Qambarov  “Bakustic jazz band” Instrumental Jazz<br />Piano - Salman Qambarov <br />Bass guitar - Perviz Mammadov<br />Drums - Vagif Aliyev<br />Contains: Classic Jazz, traditional jazz,modern jazz<br />20:15-22:15<br />Ticket price: 10Azn</p>
<p>3/17 December - “Jazz Mugam”<br />“Instrumental Jazz duet” Ismayil&amp;Nijat<br />Piano - Nijat Aslanov<br />Tar - Ismayil Zulfigarov<br />Contains: Folk Jazz,Ethno jazz,Jazz Mugam <br />20:00-22:00<br />Ticket price: 8 azn</p>
<p> 5/12 December -  Saxophone&amp;Piano “Jazz dueti”<br /> Saksafon - Camal Bayramlı <br />Piano - Nicat Aslanov <br />Tərkibində: Swing, balladalar, Latino-Samba, caz valsı.<br />Biletin qiyməti: 8 azn <br />20:15 - 22:15</p>
<p>29 december - “Instrumental jazz Trio ”<br />Piano - Nurlan Huseynzade<br />Drums - Hasan Bilalov <br />Bass - Ruslan Huseynov<br />Contains : samba, bossa-nova, swing ,rhythm and blues, blues, smooth- jazz.  <br />20:00-22:00<br />Ticket price: 8 Azn</p>
<p>1/11/18  dekabr - Salman Qambarov <br /> “Jazz duet”<br />Piano- Salman Qambarov<br />Vokal - Sabina Hajiyeva<br />Contains: Jazz standards <br />20:15 - 22:15<br />Ticket price: 9 azn</p>
<p>4 December -  “Jazz duet” Afqan Rasul<br />Piano- Afqan Rasul <br />Contains: Jazz standards <br />20:15 - 22:15<br />Ticket price: 9 azn<br /><br />8 December - “Jazz Quartet”“Vocal &amp; Instrumental Jazz ”<br />Vocal - Tarana Mahmudova<br />Piano -  Afqan Resul <br />Bass- Saleh Mammadov<br />Drums - Gennadiy Gasiev<br />Contains: Classic Jazz, traditional jazz,modern jazz<br />Ticket price: 9 Azn<br />20:15-22:15<br /><br />15 dekabr -  “Vocal &amp; Piano” <br />Vocal-Natalia <br />Piano-Aleksandr Kalashnikov<br />Contains : Jazz standarts, bossa-nova, soul.<br />20:00-22:00<br />Ticket price: 8 azn<br /><br />6 December -  «Vocal &amp; Piano» «Jazz duet”  Afqan &amp; Tarana<br />Vocal - Tarana Mahmudova<br />Piano -  Afqan Rasul<br />Style: Mainstream jazz.<br />Contains:jazz blues, bebop ,swing, bossa nova,cool jazz.folk jazz.<br />20:15-22:15<br />Ticket price: 8 azn</p>",2024-12-11T16:15:00.000000Z,2024-12-29T18:15:00.000000Z,True,10,7,['https://cdn.iticket.az/event/gallery/os2XTDTO0nUmsiuZG4LugzjqekRI4cDdJiReb5rE.jpg'],https://cdn.iticket.az/event/facebook/Rl03P9kbzYoGHlbDb4SLYb9IxSHRIhqo8LC6jPsT.jpg,"✅Dear guest, we present to you the concert program of well-known local jazz performers in November . Doors open at 19:00. Minimum order in restaurant per person 30 azn. 7/13/20 December - “Afqan Resul Trio”“Instrumental Jazz ”Piano -  Afqan Resul Bass- Saleh MammadovDrums - Gennadiy GasievContains:...",“Old City JAZZ nights” at “Best Place“ in Best Place Baku buy tickets online.,“Old City JAZZ nights” at “Best Place“,2023-12-26T14:09:12.000000Z,event,2024-12-06T10:10:58.000000Z,5,https://iticket.az/en/events/concerts/old-city-jazz-nights-at-best-place
₼,https://iticket.az,https://api.iticket.az,6+,https://cdn.iticket.az/event/artist_bg/c4YC5f7MTYtuiWwKlUT2TK6oJJS4h5qotN3nt2OQ.jpg,https://cdn.iticket.az/event/artist/g0fAjTrQ1A87In1K2zimRnwjdr79VLEXfxLWIazs.png,1806,other,https://cdn.iticket.az/event/cover/PSSDth1Y5OuLTHK6qrOmXLDvxGl4fMkQ21xb5PW2.jpg,"<p>Legendary Lionel Messi and His Teammates Are Coming to Baku!<br />Football legend Lionel Messi and global stars Luis Suárez, Sergio Busquets, and Jordi Alba are heading to Baku!</p>
<p>On December 11, fans will have the unique opportunity to see the world's best footballer – the World Champion and eight-time Ballon d'Or winner Lionel Messi – along with his teammates at the Baku Crystal Hall.</p>
<p>Participants will experience unforgettable moments with football stars, including watching a film that reflects Messi's journey and struggles in football. The film will offer viewers unique insights into the life and career of this football icon.</p>
<p>The event will feature a special musical atmosphere. Renowned composer and singer Willy William and the famous group ""Morandi"" will perform on the Baku Crystal Hall stage, delivering a vibrant and memorable musical program.</p>
<p>This event promises unforgettable moments not only for football fans but also for music and culture enthusiasts. We invite everyone to join this unique experience!</p>
<p>Tickets are available on the iTicket.az website and at sales points.</p>
<p>All proceeds from ticket sales will be directed to charitable purposes.</p>",2024-12-11T09:00:00.000000Z,2024-12-11T11:00:00.000000Z,True,50,10,['https://cdn.iticket.az/event/gallery/MsjDVvmwiW9UAkuA5c7P7sazUZPof64uF7YPDyAS.jpg'],https://cdn.iticket.az/event/facebook/5jkDB2YYp4POF0WO1AKx0Qeoo4dbhLMr3xAEi4ks.jpg,"Legendary Lionel Messi and His Teammates Are Coming to Baku!Football legend Lionel Messi and global stars Luis Suárez, Sergio Busquets, and Jordi Alba are heading to Baku! On December 11, fans will have the unique opportunity to see the world's best footballer – the World Champion and eight-time Bal...",Legendary Lionel Messi and His Teammates Are Coming to Baku! in Baku Crystal Hall buy tickets online.,Legendary Lionel Messi and His Teammates Are Coming to Baku!,2024-12-03T11:22:17.000000Z,event,2024-12-09T13:08:19.000000Z,5,https://iticket.az/en/events/other/legendary-lionel-messi-and-his-teammates-are-coming-to-baku
₼,https://iticket.az,https://api.iticket.az,12+,https://cdn.iticket.az/event/artist_bg/fjMRGqaKEEKQ8MCsiSDDBkF11mMtIJ0c4dYh3dyw.jpg,https://cdn.iticket.az/event/artist/pUQs1F8YMnv1p1e9O70gMlj4Axsz6Y8ObfMApvUW.png,170,concerts,https://cdn.iticket.az/event/cover/zm78eY7fnx2Qm0KALVIhxXbfXeY0mEpcxKayfdYY.jpg,"<p><strong>NCT DREAM Mystery Lab: DREAM( )SCAPE in Cinemas</strong></p>
<p><strong>Country</strong>: South Korea<br /><strong>Year</strong>: 2024<br /><strong>Runtime</strong>: 135 minutes, TBC<br /><strong>Language</strong>: Korean, English<br /><strong>Translation versions</strong>: subtitles in Azerbaijani language<br /><strong>Genre</strong>: concert film<br /><strong>Age Rating</strong>: 12+<br /><strong>Directors</strong>: Margo Yeji Lee, Yoondong Oh<br /><br />NCT DREAM’s third world tour, ‘THE DREAM SHOW 3: DREAM()SCAPE,’ is coming to the big screen once again, bringing back the vibrant world bathed in Pearl Neo Champagne!<br /><br />Join the journey as the story of the Mystery Lab unfolds—a special laboratory where the secrets of growth are discovered on the path to one’s dreams, and where the prescription for comfort and healing is shared.<br /><br />Captured from Seoul's Gocheok Sky Dome, witness their breathtaking performances that radiated youthful energy, plus the passionate efforts behind the scenes.<br /><br />Don’t miss NCT DREAM Mystery Lab: DREAM()SCAPE in Cinemas—a stage for both escaping into dreams and embracing new beginnings.</p>",2024-12-11T15:00:00.000000Z,2024-12-14T13:15:00.000000Z,True,21,21,['https://cdn.iticket.az/event/gallery/cN61XaVzGy6JWe9dbQgznjfcJXDGoFCxDonXoEv7.jpg'],https://cdn.iticket.az/event/facebook/Wa2kHmEjYwIRvM8T71ze7uytyY6txaTOgXx97te0.jpg,"NCT DREAM Mystery Lab: DREAM( )SCAPE in Cinemas Country: South KoreaYear: 2024Runtime: 135 minutes, TBCLanguage: Korean, EnglishTranslation versions: subtitles in Azerbaijani languageGenre: concert filmAge Rating: 12+Directors: Margo Yeji Lee, Yoondong OhNCT DREAM’s third world tour, ‘THE DREAM SHOW...",NCT DREAM Mystery Lab: DREAM( )SCAPE in Park Cinema Flame Towers buy tickets online.,NCT DREAM Mystery Lab: DREAM( )SCAPE,2024-11-27T08:59:46.000000Z,event,2024-12-02T13:52:37.000000Z,5,https://iticket.az/en/events/concerts/nct-dream-mystery-lab-dream-scape
